DATE,AD_CLIENT_ID,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-03-28,partner-ebay-ch,150505,143330,0.9523,658793,2334,0.0189,0.0163,0.39,918.75,6.10
2014-06-06,partner-ebay-ch,120547,113379,0.9405,516861,1587,0.0106,0.014,0.52,825.37,6.85
2014-03-31,partner-ebay-ch,174545,166428,0.9535,769035,2624,0.0087,0.0158,0.37,960.48,5.50
2014-05-11,partner-ebay-ch,198763,188836,0.9501,863285,3050,0.0218,0.0162,0.46,1391.32,7.00
2014-04-23,partner-ebay-ch,155724,148118,0.9512,683833,2210,0.0165,0.0149,0.41,898.98,5.77
2014-04-25,partner-ebay-ch,147880,140214,0.9482,649037,2188,0.0086,0.0156,0.42,928.92,6.28
2014-03-18,partner-ebay-ch,168482,160559,0.953,744358,2470,0.0124,0.0154,0.37,912.08,5.41
2014-03-15,partner-ebay-ch,176354,168163,0.9536,778253,2555,0.0128,0.0152,0.37,944.42,5.36
2014-05-21,partner-ebay-ch,146193,138060,0.9444,631947,1851,0.0107,0.0134,0.47,878.70,6.01
2014-04-29,partner-ebay-ch,166138,157500,0.948,725341,2564,0.0085,0.0163,0.43,1110.26,6.68
2014-04-26,partner-ebay-ch,155452,147619,0.9496,681673,2367,0.01,0.016,0.41,966.96,6.22
2014-05-27,partner-ebay-ch,183546,174058,0.9483,799484,2867,0.0298,0.0165,0.42,1198.97,6.53
2014-04-16,partner-ebay-ch,147907,140593,0.9506,647944,2201,0.0139,0.0157,0.36,802.58,5.43
2014-05-31,partner-ebay-ch,137132,130386,0.9508,604165,1935,0.0143,0.0148,0.50,960.84,7.01
2014-05-26,partner-ebay-ch,179414,169911,0.947,778499,2689,0.024,0.0158,0.42,1118.08,6.23
2014-04-17,partner-ebay-ch,136555,129099,0.9454,593428,1896,0.0115,0.0147,0.37,696.44,5.10
2014-04-12,partner-ebay-ch,148550,140391,0.9451,644991,2220,0.0146,0.0158,0.37,813.53,5.48
2014-04-24,partner-ebay-ch,141852,135181,0.953,625602,2078,0.0124,0.0154,0.40,841.42,5.93
2014-04-21,partner-ebay-ch,215350,204725,0.9507,943882,3560,0.016,0.0174,0.39,1400.65,6.50
2014-05-12,partner-ebay-ch,179133,169564,0.9466,777630,2708,0.012,0.016,0.43,1151.35,6.43
2014-05-23,partner-ebay-ch,139522,131654,0.9436,601039,1822,0.0162,0.0138,0.48,873.55,6.26
2014-05-19,partner-ebay-ch,152931,144721,0.9463,662535,2304,0.0192,0.0159,0.46,1051.83,6.88
2014-05-10,partner-ebay-ch,142331,134379,0.9441,618065,2123,0.0203,0.0158,0.49,1036.90,7.29
2014-04-04,partner-ebay-ch,157643,149778,0.9501,690673,2292,0.0091,0.0153,0.38,873.99,5.54
2014-06-02,partner-ebay-ch,165871,156748,0.945,721613,2295,0.0095,0.0146,0.45,1028.21,6.20
2014-05-15,partner-ebay-ch,160361,151415,0.9442,695466,2301,0.0171,0.0152,0.48,1115.70,6.96
2014-05-20,partner-ebay-ch,148095,140246,0.947,643204,1980,0.0237,0.0141,0.43,850.98,5.75
2014-04-18,partner-ebay-ch,201821,191518,0.9489,881652,3155,0.0131,0.0165,0.38,1197.20,5.93
2014-05-04,partner-ebay-ch,194871,185083,0.9498,848876,3089,0.0106,0.0167,0.44,1369.67,7.03
2014-05-25,partner-ebay-ch,174401,165492,0.9489,760400,2489,0.0143,0.015,0.49,1226.07,7.03
2014-05-17,partner-ebay-ch,142835,135732,0.9503,621061,1961,0.0116,0.0144,0.48,943.54,6.61
2014-04-13,partner-ebay-ch,178323,169702,0.9517,782705,2920,0.0198,0.0172,0.36,1040.27,5.83
2014-06-09,partner-ebay-ch,160104,151288,0.9449,694435,2266,0.0109,0.015,0.48,1092.16,6.82
2014-05-08,partner-ebay-ch,155947,147180,0.9438,674381,2223,0.0164,0.0151,0.47,1034.31,6.63
2014-05-02,partner-ebay-ch,164251,155346,0.9458,712150,2592,0.0163,0.0167,0.44,1152.97,7.02
2014-05-18,partner-ebay-ch,160497,152182,0.9482,696984,2362,0.015,0.0155,0.50,1171.05,7.30
2014-04-28,partner-ebay-ch,185695,176567,0.9508,814025,3114,0.0149,0.0176,0.40,1243.90,6.70
2014-06-04,partner-ebay-ch,165208,155885,0.9436,711001,2454,0.0164,0.0157,0.47,1153.48,6.98
2014-05-22,partner-ebay-ch,152469,143772,0.943,657539,2258,0.0114,0.0157,0.48,1086.97,7.13
2014-06-08,partner-ebay-ch,134053,126510,0.9437,580330,1958,0.0195,0.0155,0.53,1041.85,7.77
2014-04-22,partner-ebay-ch,165866,157865,0.9518,730270,2523,0.0171,0.016,0.38,970.57,5.85
2014-04-10,partner-ebay-ch,139037,131279,0.9442,602209,1825,0.0119,0.0139,0.36,658.26,4.73
2014-04-02,partner-ebay-ch,160334,152331,0.9501,700054,2251,0.0179,0.0148,0.35,787.61,4.91
2014-05-03,partner-ebay-ch,178290,169403,0.9502,775657,2921,0.0142,0.0172,0.49,1424.57,7.99
2014-03-29,partner-ebay-ch,147153,140340,0.9537,648510,2266,0.0156,0.0161,0.38,857.72,5.83
2014-03-20,partner-ebay-ch,157657,149980,0.9513,693352,2265,0.0148,0.0151,0.36,819.78,5.20
2014-05-05,partner-ebay-ch,155047,146865,0.9472,672271,2245,0.0166,0.0153,0.42,945.66,6.10
2014-06-03,partner-ebay-ch,152698,143720,0.9412,659168,2046,0.0116,0.0142,0.46,932.18,6.10
2014-04-20,partner-ebay-ch,143696,137065,0.9539,634069,1968,0.0091,0.0144,0.43,838.43,5.83
2014-06-05,partner-ebay-ch,136650,129041,0.9443,591720,1881,0.0147,0.0146,0.46,868.90,6.36
2014-06-10,partner-ebay-ch,142834,134691,0.943,619304,2049,0.014,0.0152,0.44,911.25,6.38
2014-05-14,partner-ebay-ch,169552,160007,0.9437,735803,2552,0.0147,0.0159,0.47,1190.26,7.02
2014-03-17,partner-ebay-ch,172504,164404,0.953,763603,2681,0.01,0.0163,0.38,1009.99,5.85
2014-05-01,partner-ebay-ch,186132,177024,0.9511,813803,3001,0.0141,0.017,0.48,1429.49,7.68
2014-05-29,partner-ebay-ch,184674,175871,0.9523,813597,2851,0.0132,0.0162,0.48,1378.43,7.46
2014-03-26,partner-ebay-ch,181111,172541,0.9527,793772,3053,0.0113,0.0177,0.36,1091.48,6.03
2014-04-27,partner-ebay-ch,218926,208252,0.9512,958750,3542,0.0128,0.017,0.40,1422.89,6.50
2014-03-16,partner-ebay-ch,203607,194109,0.9534,898911,3207,0.0129,0.0165,0.35,1112.50,5.46
2014-04-19,partner-ebay-ch,164191,156071,0.9505,721632,2435,0.0213,0.0156,0.37,890.69,5.42
2014-05-13,partner-ebay-ch,175617,166655,0.949,764973,2810,0.0095,0.0169,0.41,1160.37,6.61
2014-04-09,partner-ebay-ch,154511,146872,0.9506,676187,2219,0.0138,0.0151,0.35,775.35,5.02
2014-05-06,partner-ebay-ch,164705,156128,0.9479,715426,2297,0.0103,0.0147,0.43,985.19,5.98
2014-04-30,partner-ebay-ch,165354,156604,0.9471,720242,2442,0.0145,0.0156,0.43,1058.69,6.40
2014-03-21,partner-ebay-ch,157881,149501,0.9469,686687,2290,0.0112,0.0153,0.37,850.56,5.39
2014-04-14,partner-ebay-ch,168564,159912,0.9487,737103,2516,0.0218,0.0157,0.35,889.13,5.27
2014-04-08,partner-ebay-ch,178093,169221,0.9502,777873,2844,0.0077,0.0168,0.35,999.98,5.61
2014-05-28,partner-ebay-ch,162678,154371,0.9489,711663,2466,0.0148,0.016,0.48,1191.63,7.33
2014-05-24,partner-ebay-ch,138993,131011,0.9426,598227,1932,0.0138,0.0147,0.47,905.88,6.52
2014-05-18,partner-ebay-ch-vip-01,95115,75555,0.7944,301344,125,0.0234,0.0017,0.53,66.70,0.70
2014-05-13,partner-ebay-ch-vip-01,94972,76636,0.8069,307588,185,0.0314,0.0024,0.43,80.14,0.84
2014-05-21,partner-ebay-ch-vip-01,78558,62566,0.7964,248856,134,0.0429,0.0021,0.58,77.57,0.99
2014-04-02,partner-ebay-ch-vip-01,91597,71244,0.7778,284388,199,0.0149,0.0028,0.40,79.92,0.87
2014-04-13,partner-ebay-ch-vip-01,108063,82899,0.7671,325722,224,0.0303,0.0027,0.40,88.53,0.82
2014-04-03,partner-ebay-ch-vip-01,95429,74232,0.7779,295829,204,0.0512,0.0027,0.42,85.59,0.90
2014-05-02,partner-ebay-ch-vip-01,89777,69750,0.7769,275025,183,0.0317,0.0026,0.43,79.24,0.88
2014-03-15,partner-ebay-ch-vip-01,98138,83875,0.8547,353109,212,0.023,0.0025,0.39,83.13,0.85
2014-04-16,partner-ebay-ch-vip-01,87951,67753,0.7703,268820,166,0.0235,0.0025,0.41,68.17,0.78
2014-04-05,partner-ebay-ch-vip-01,98296,75299,0.766,296933,188,0.0208,0.0025,0.34,64.47,0.66
2014-03-20,partner-ebay-ch-vip-01,89736,74030,0.825,307202,180,0.011,0.0024,0.43,76.66,0.85
2014-05-05,partner-ebay-ch-vip-01,88177,69797,0.7916,279065,168,0,0.0024,0.56,93.49,1.06
2014-04-30,partner-ebay-ch-vip-01,88996,69646,0.7826,276944,169,0.0174,0.0024,0.45,75.46,0.85
2014-05-14,partner-ebay-ch-vip-01,94166,75113,0.7977,301667,161,0.0359,0.0021,0.55,88.76,0.94
2014-06-06,partner-ebay-ch-vip-01,70625,56612,0.8016,227119,90,0.011,0.0016,0.59,52.90,0.75
2014-03-31,partner-ebay-ch-vip-01,100500,77632,0.7725,308093,179,0.0821,0.0023,0.38,68.48,0.68
2014-04-27,partner-ebay-ch-vip-01,117996,91745,0.7775,360754,212,0.0093,0.0023,0.34,72.63,0.62
2014-06-11,partner-ebay-ch-vip-01,76957,62851,0.8167,253039,140,0.0141,0.0022,0.62,87.26,1.13
2014-05-06,partner-ebay-ch-vip-01,90116,73009,0.8102,294862,127,0.0231,0.0017,0.45,57.50,0.64
2014-03-27,partner-ebay-ch-vip-01,96427,74810,0.7758,299917,228,0.0172,0.003,0.43,99.11,1.03
2014-05-25,partner-ebay-ch-vip-01,98463,78496,0.7972,311853,182,0.037,0.0023,0.45,81.32,0.83
2014-06-09,partner-ebay-ch-vip-01,91859,75055,0.8171,305013,121,0.0163,0.0016,0.49,59.32,0.65
2014-06-01,partner-ebay-ch-vip-01,98433,79328,0.8059,316199,167,0.006,0.0021,0.50,83.41,0.85
2014-03-17,partner-ebay-ch-vip-01,96464,82757,0.8579,351520,215,0.0271,0.0026,0.34,74.15,0.77
2014-03-25,partner-ebay-ch-vip-01,105961,82692,0.7804,331149,206,0.0096,0.0025,0.41,83.98,0.79
2014-05-24,partner-ebay-ch-vip-01,75141,58812,0.7827,233601,135,0,0.0023,0.54,72.60,0.97
2014-03-23,partner-ebay-ch-vip-01,141856,109782,0.7739,436394,339,0.0088,0.0031,0.35,119.80,0.84
2014-05-03,partner-ebay-ch-vip-01,98362,76737,0.7801,303750,202,0.0049,0.0026,0.40,81.28,0.83
2014-05-26,partner-ebay-ch-vip-01,98299,78913,0.8028,314473,180,0.0164,0.0023,0.41,73.73,0.75
2014-04-14,partner-ebay-ch-vip-01,97589,75240,0.771,299544,222,0.0045,0.003,0.44,97.03,0.99
2014-04-21,partner-ebay-ch-vip-01,114762,88744,0.7733,351587,254,0.0117,0.0029,0.39,98.54,0.86
2014-05-30,partner-ebay-ch-vip-01,86688,70976,0.8188,286153,149,0.0261,0.0021,0.50,73.91,0.85
2014-05-15,partner-ebay-ch-vip-01,89199,70994,0.7959,284755,146,0.0395,0.0021,0.49,71.61,0.80
2014-04-15,partner-ebay-ch-vip-01,97178,73351,0.7548,289040,185,0.0212,0.0025,0.38,71.15,0.73
2014-04-01,partner-ebay-ch-vip-01,92105,71276,0.7739,284373,206,0.0329,0.0029,0.45,93.55,1.02
2014-05-19,partner-ebay-ch-vip-01,86794,69691,0.8029,278845,144,0.0204,0.0021,0.43,62.23,0.72
2014-04-08,partner-ebay-ch-vip-01,100770,78171,0.7757,308656,188,0.0359,0.0024,0.39,74.23,0.74
2014-05-12,partner-ebay-ch-vip-01,98889,79916,0.8081,322992,168,0.0118,0.0021,0.44,73.84,0.75
2014-06-04,partner-ebay-ch-vip-01,91023,73741,0.8101,296003,179,0,0.0024,0.48,86.00,0.94
2014-04-28,partner-ebay-ch-vip-01,101217,78847,0.779,311501,199,0.01,0.0025,0.46,90.63,0.90
2014-05-01,partner-ebay-ch-vip-01,99866,78920,0.7903,312885,162,0,0.0021,0.41,65.91,0.66
2014-04-12,partner-ebay-ch-vip-01,83568,62745,0.7508,244228,126,0.0526,0.002,0.36,45.06,0.54
2014-04-22,partner-ebay-ch-vip-01,90564,71037,0.7844,283102,205,0.0144,0.0029,0.46,94.44,1.04
2014-06-07,partner-ebay-ch-vip-01,64929,52212,0.8041,209425,114,0.0172,0.0022,0.59,67.27,1.04
2014-03-18,partner-ebay-ch-vip-01,93934,78592,0.8367,330035,218,0.0522,0.0028,0.37,79.90,0.85
2014-05-23,partner-ebay-ch-vip-01,75283,59206,0.7864,234027,125,0.0079,0.0021,0.56,69.48,0.92
2014-03-29,partner-ebay-ch-vip-01,85527,65754,0.7688,259354,141,0.0342,0.0021,0.35,49.04,0.57
2014-05-28,partner-ebay-ch-vip-01,88587,70390,0.7946,279504,148,0.0133,0.0021,0.45,66.52,0.75
2014-05-04,partner-ebay-ch-vip-01,110623,86809,0.7847,342693,189,0.0053,0.0022,0.40,75.03,0.68
2014-04-17,partner-ebay-ch-vip-01,79147,60140,0.7599,235230,164,0.018,0.0027,0.33,54.90,0.69
2014-06-05,partner-ebay-ch-vip-01,77262,62681,0.8113,254428,155,0.0491,0.0025,0.50,77.02,1.00
2014-03-21,partner-ebay-ch-vip-01,90401,70394,0.7787,282162,167,0.0457,0.0024,0.32,53.77,0.59
2014-03-30,partner-ebay-ch-vip-01,110024,84688,0.7697,336267,227,0.0422,0.0027,0.40,90.44,0.82
2014-06-08,partner-ebay-ch-vip-01,79914,64528,0.8075,257134,92,0.0108,0.0014,0.48,44.24,0.55
2014-04-10,partner-ebay-ch-vip-01,80273,61163,0.7619,241794,149,0.0132,0.0024,0.34,49.92,0.62
2014-05-16,partner-ebay-ch-vip-01,80333,63347,0.7886,251772,143,0.0774,0.0023,0.71,101.98,1.27
2014-04-23,partner-ebay-ch-vip-01,84511,65695,0.7774,260266,139,0.028,0.0021,0.42,58.77,0.70
2014-03-16,partner-ebay-ch-vip-01,117022,100487,0.8587,426008,232,0.0169,0.0023,0.40,92.14,0.79
2014-05-20,partner-ebay-ch-vip-01,83627,66581,0.7962,266728,117,0.0168,0.0018,0.50,58.02,0.69
2014-04-09,partner-ebay-ch-vip-01,89292,68667,0.769,271286,174,0.0595,0.0025,0.45,78.02,0.87
2014-04-18,partner-ebay-ch-vip-01,109226,84132,0.7703,330602,231,0.0086,0.0027,0.37,85.30,0.78
2014-05-08,partner-ebay-ch-vip-01,88288,69646,0.7889,277628,145,0.0461,0.0021,0.40,58.14,0.66
2014-05-10,partner-ebay-ch-vip-01,79208,63572,0.8026,255615,148,0.0199,0.0023,0.61,89.92,1.14
2014-04-07,partner-ebay-ch-vip-01,98361,76363,0.7764,303058,213,0.0448,0.0028,0.40,85.82,0.87
2014-06-02,partner-ebay-ch-vip-01,91217,74185,0.8133,299117,174,0.0169,0.0023,0.51,88.56,0.97
2014-04-19,partner-ebay-ch-vip-01,88171,66906,0.7588,261602,215,0.0183,0.0032,0.42,89.54,1.02
2014-05-09,partner-ebay-ch-vip-01,83316,66616,0.7996,267290,164,0.0238,0.0025,0.47,77.73,0.93
2014-04-11,partner-ebay-ch-vip-01,77021,58027,0.7534,228346,136,0,0.0023,0.52,70.36,0.91
2014-03-22,partner-ebay-ch-vip-01,113446,88413,0.7793,352935,296,0.0327,0.0033,0.38,111.85,0.99
2014-05-11,partner-ebay-ch-vip-01,113263,90847,0.8021,363584,213,0.0047,0.0023,0.54,114.18,1.01
2014-04-06,partner-ebay-ch-vip-01,114855,88574,0.7712,349298,225,0.026,0.0025,0.37,83.10,0.72
2014-03-26,partner-ebay-ch-vip-01,100672,78704,0.7818,314737,206,0.0679,0.0026,0.40,81.83,0.81
2014-05-29,partner-ebay-ch-vip-01,98514,80478,0.8169,324140,195,0,0.0024,0.50,98.39,1.00
2014-05-07,partner-ebay-ch-vip-01,95054,76423,0.804,307241,182,0.0055,0.0024,0.44,80.68,0.85
2014-03-19,partner-ebay-ch-vip-01,100918,84054,0.8329,349220,217,0.0356,0.0026,0.39,85.44,0.85
2014-04-25,partner-ebay-ch-vip-01,79716,61435,0.7707,241435,171,0.0058,0.0028,0.40,67.85,0.85
2014-03-28,partner-ebay-ch-vip-01,86910,67004,0.771,265921,151,0.0066,0.0023,0.40,61.15,0.70
2014-04-29,partner-ebay-ch-vip-01,88431,69125,0.7817,273033,231,0.0128,0.0033,0.50,115.04,1.30
2014-04-26,partner-ebay-ch-vip-01,82746,63680,0.7696,249623,151,0,0.0024,0.43,65.59,0.79
2014-04-04,partner-ebay-ch-vip-01,88811,68928,0.7761,272592,153,0.0129,0.0022,0.47,71.52,0.81
2014-06-10,partner-ebay-ch-vip-01,83362,68512,0.8219,277530,121,0,0.0018,0.79,96.01,1.15
2014-04-20,partner-ebay-ch-vip-01,77441,59346,0.7663,232023,122,0.0081,0.0021,0.34,41.45,0.54
2014-05-27,partner-ebay-ch-vip-01,97515,78950,0.8096,316668,160,0.0123,0.002,0.53,84.50,0.87
2014-06-03,partner-ebay-ch-vip-01,85999,69639,0.8098,279802,140,0.0071,0.002,0.49,68.26,0.79
2014-05-22,partner-ebay-ch-vip-01,81589,65028,0.797,257102,139,0.0211,0.0021,0.61,84.72,1.04
2014-05-31,partner-ebay-ch-vip-01,76681,62391,0.8136,250318,146,0.0458,0.0023,0.48,69.78,0.91
2014-04-24,partner-ebay-ch-vip-01,78512,60853,0.7751,241349,145,0.0068,0.0024,0.42,61.12,0.78
2014-05-17,partner-ebay-ch-vip-01,81224,64500,0.7941,257301,116,0.0085,0.0018,0.59,68.35,0.84
2014-03-24,partner-ebay-ch-vip-01,113732,88876,0.7815,357586,285,0.0436,0.0032,0.42,118.75,1.04
2014-04-14,partner-ebay-de,1088166,1079181,0.9917,5375121,20616,0.0194,0.0191,0.23,4773.68,4.39
2014-04-08,partner-ebay-de,1057613,1048386,0.9913,5218220,20090,0.0232,0.0192,0.23,4557.93,4.31
2014-04-19,partner-ebay-de,774327,768575,0.9926,3828171,13162,0.0155,0.0171,0.24,3132.15,4.04
2014-05-28,partner-ebay-de,864576,856162,0.9903,4257525,15173,0.0167,0.0177,0.23,3543.92,4.10
2014-05-01,partner-ebay-de,1113321,1104934,0.9925,5504486,20851,0.0158,0.0189,0.24,5017.10,4.51
2014-05-13,partner-ebay-de,996977,986193,0.9892,4905414,17903,0.0143,0.0182,0.24,4247.37,4.26
2014-04-07,partner-ebay-de,982105,972902,0.9906,4841779,18025,0.0186,0.0185,0.22,3911.48,3.98
2014-04-06,partner-ebay-de,1224321,1214968,0.9924,6048673,24571,0.0176,0.0202,0.21,5172.34,4.22
2014-05-16,partner-ebay-de,792391,782113,0.987,3889195,12777,0.0175,0.0163,0.24,3100.98,3.91
2014-05-14,partner-ebay-de,941181,931955,0.9902,4638842,16029,0.0143,0.0172,0.24,3869.24,4.11
2014-05-06,partner-ebay-de,940458,931384,0.9904,4636993,16630,0.0165,0.0179,0.24,3985.81,4.24
2014-06-04,partner-ebay-de,859141,851420,0.991,4234586,14980,0.0164,0.0176,0.24,3640.21,4.24
2014-05-18,partner-ebay-de,1062711,1053234,0.9911,5244308,19826,0.0138,0.0188,0.22,4460.47,4.20
2014-03-19,partner-ebay-de,965824,958119,0.992,4769187,17169,0.016,0.0179,0.23,3900.16,4.04
2014-06-08,partner-ebay-de,799704,794085,0.993,3955408,15049,0.0185,0.019,0.25,3727.25,4.66
2014-03-26,partner-ebay-de,1081512,1071361,0.9906,5332909,22349,0.0174,0.0209,0.23,5155.68,4.77
2014-04-30,partner-ebay-de,799219,791822,0.9907,3942630,13636,0.0167,0.0172,0.25,3407.66,4.26
2014-05-29,partner-ebay-de,1052450,1044119,0.9921,5194828,19676,0.0143,0.0188,0.24,4656.83,4.42
2014-05-02,partner-ebay-de,987072,978524,0.9913,4873838,17484,0.0155,0.0179,0.24,4120.78,4.17
2014-05-05,partner-ebay-de,910938,902463,0.9907,4492594,15636,0.0141,0.0173,0.23,3633.37,3.99
2014-04-28,partner-ebay-de,1021577,1012806,0.9914,5042946,18580,0.0142,0.0183,0.24,4433.13,4.34
2014-03-20,partner-ebay-de,851407,844446,0.9918,4202943,14295,0.0147,0.0169,0.24,3368.62,3.96
2014-04-20,partner-ebay-de,844955,839417,0.9934,4182182,13548,0.0148,0.0161,0.24,3236.71,3.83
2014-04-22,partner-ebay-de,970312,962137,0.9916,4791006,16907,0.0167,0.0176,0.23,3889.18,4.01
2014-04-13,partner-ebay-de,1177148,1168977,0.9931,5823497,23426,0.0146,0.02,0.22,5228.35,4.44
2014-04-02,partner-ebay-de,1106241,1096227,0.9909,5450595,20886,0.0175,0.0191,0.21,4437.02,4.01
2014-03-29,partner-ebay-de,780135,773791,0.9919,3852445,14300,0.0128,0.0185,0.23,3251.91,4.17
2014-04-24,partner-ebay-de,907829,900004,0.9914,4481567,15452,0.0169,0.0172,0.24,3721.71,4.10
2014-04-09,partner-ebay-de,969500,960589,0.9908,4781415,18047,0.0171,0.0188,0.23,4159.66,4.29
2014-04-10,partner-ebay-de,892712,885081,0.9915,4407655,14711,0.0167,0.0166,0.24,3467.45,3.88
2014-06-05,partner-ebay-de,829311,822012,0.9912,4093609,14615,0.0174,0.0178,0.25,3588.46,4.33
2014-06-03,partner-ebay-de,840974,833570,0.9912,4145503,13998,0.0162,0.0168,0.24,3333.56,3.96
2014-05-04,partner-ebay-de,1152677,1143865,0.9924,5696587,21948,0.0161,0.0192,0.22,4927.59,4.27
2014-06-10,partner-ebay-de,814680,806840,0.9904,4013274,13890,0.0131,0.0172,0.25,3480.26,4.27
2014-03-17,partner-ebay-de,1031969,1023915,0.9922,5095932,18999,0.018,0.0186,0.22,4168.26,4.04
2014-05-03,partner-ebay-de,921479,914449,0.9924,4553923,16592,0.017,0.0181,0.23,3863.52,4.19
2014-05-08,partner-ebay-de,934449,925232,0.9901,4605963,16087,0.0126,0.0174,0.24,3837.88,4.11
2014-06-09,partner-ebay-de,903317,896591,0.9926,4464589,17249,0.015,0.0192,0.24,4122.09,4.56
2014-05-25,partner-ebay-de,906243,897815,0.9907,4469685,16539,0.014,0.0184,0.23,3818.23,4.21
2014-05-24,partner-ebay-de,751021,743779,0.9904,3702960,13258,0.0197,0.0178,0.23,3101.82,4.13
2014-03-21,partner-ebay-de,942430,934899,0.992,4653800,16398,0.0311,0.0175,0.23,3720.68,3.95
2014-03-27,partner-ebay-de,930632,921345,0.99,4586571,16489,0.023,0.0179,0.23,3769.82,4.05
2014-03-18,partner-ebay-de,1009767,1001192,0.9915,4982765,18237,0.017,0.0182,0.22,4081.89,4.04
2014-04-21,partner-ebay-de,1200193,1192212,0.9934,5939852,22536,0.0175,0.0189,0.23,5238.71,4.36
2014-05-26,partner-ebay-de,912508,902616,0.9892,4492504,15954,0.0158,0.0177,0.23,3712.89,4.07
2014-04-25,partner-ebay-de,807347,800741,0.9918,3987746,13646,0.0157,0.017,0.24,3342.08,4.14
2014-05-07,partner-ebay-de,974950,964352,0.9891,4799583,17082,0.0128,0.0177,0.23,3961.45,4.06
2014-05-17,partner-ebay-de,749262,742351,0.9908,3697449,12743,0.0152,0.0172,0.24,3070.09,4.10
2014-05-10,partner-ebay-de,888565,881105,0.9916,4388894,15369,0.0152,0.0174,0.23,3572.21,4.02
2014-05-19,partner-ebay-de,869995,861520,0.9903,4288693,14535,0.0132,0.0169,0.23,3383.42,3.89
2014-04-12,partner-ebay-de,802684,796584,0.9924,3968730,14314,0.0148,0.018,0.24,3454.21,4.30
2014-05-12,partner-ebay-de,1048636,1038101,0.99,5167100,18872,0.0169,0.0182,0.23,4415.30,4.21
2014-05-22,partner-ebay-de,776888,767809,0.9883,3820743,12784,0.0141,0.0166,0.25,3152.09,4.06
2014-04-27,partner-ebay-de,1291637,1282486,0.9929,6388805,24602,0.037,0.0192,0.22,5418.08,4.19
2014-05-23,partner-ebay-de,798777,790334,0.9894,3933104,14108,0.0162,0.0179,0.24,3432.42,4.30
2014-06-07,partner-ebay-de,589088,584800,0.9927,2913307,10188,0.0165,0.0174,0.25,2594.94,4.41
2014-04-17,partner-ebay-de,783866,777470,0.9918,3871742,12506,0.018,0.0161,0.25,3070.67,3.92
2014-04-15,partner-ebay-de,981914,973937,0.9919,4849831,18269,0.0148,0.0188,0.23,4229.72,4.31
2014-06-11,partner-ebay-de,836599,828491,0.9903,4120227,14585,0.0204,0.0176,0.24,3454.07,4.13
2014-05-31,partner-ebay-de,684110,678780,0.9922,3377796,11945,0.0135,0.0176,0.25,2964.16,4.33
2014-05-15,partner-ebay-de,908257,898684,0.9895,4473581,14946,0.0125,0.0166,0.24,3532.72,3.89
2014-05-21,partner-ebay-de,804326,795451,0.989,3959079,13136,0.0131,0.0165,0.25,3287.93,4.09
2014-05-27,partner-ebay-de,951623,941948,0.9898,4687667,17145,0.0131,0.0182,0.23,4014.87,4.22
2014-04-26,partner-ebay-de,847530,841361,0.9927,4191249,15041,0.0149,0.0179,0.24,3602.35,4.25
2014-04-16,partner-ebay-de,850349,842894,0.9912,4197730,14929,0.0161,0.0177,0.24,3643.96,4.29
2014-04-05,partner-ebay-de,963803,956352,0.9923,4762142,18599,0.0147,0.0194,0.22,4138.18,4.29
2014-04-29,partner-ebay-de,925382,917189,0.9911,4567193,16731,0.0166,0.0182,0.24,3956.36,4.28
2014-06-06,partner-ebay-de,633853,628544,0.9916,3129690,10254,0.0148,0.0163,0.25,2596.79,4.10
2014-03-28,partner-ebay-de,858538,850476,0.9906,4233132,15269,0.0141,0.018,0.23,3448.85,4.02
2014-03-31,partner-ebay-de,969992,961032,0.9908,4782591,17832,0.0157,0.0186,0.23,4074.94,4.20
2014-05-11,partner-ebay-de,1197025,1187251,0.9918,5913048,22703,0.0142,0.0191,0.22,5060.05,4.23
2014-06-01,partner-ebay-de,1010582,1002822,0.9923,4989685,18677,0.0141,0.0186,0.23,4214.49,4.17
2014-04-01,partner-ebay-de,951560,943164,0.9912,4693849,17398,0.0166,0.0184,0.23,4030.36,4.24
2014-03-23,partner-ebay-de,1361578,1352476,0.9933,6734262,25960,0.0219,0.0192,0.21,5434.07,3.99
2014-04-03,partner-ebay-de,907028,898637,0.9907,4472371,16164,0.0185,0.018,0.23,3659.91,4.04
2014-05-09,partner-ebay-de,879006,870783,0.9906,4336290,14948,0.0142,0.0172,0.23,3461.79,3.94
2014-06-02,partner-ebay-de,863526,855438,0.9906,4255647,14575,0.0151,0.017,0.23,3374.08,3.91
2014-03-24,partner-ebay-de,1065078,1056489,0.9919,5258534,19209,0.0194,0.0182,0.22,4236.17,3.98
2014-03-25,partner-ebay-de,1019939,1010535,0.9908,5029415,18908,0.0179,0.0187,0.23,4280.40,4.20
2014-04-23,partner-ebay-de,918714,911219,0.9918,4538162,15923,0.0174,0.0175,0.24,3830.93,4.17
2014-03-30,partner-ebay-de,1043162,1034928,0.9921,5152379,19785,0.0148,0.0191,0.23,4581.79,4.39
2014-05-30,partner-ebay-de,822878,815921,0.9915,4058369,13934,0.0146,0.0171,0.24,3347.15,4.07
