DATE,AD_CLIENT_ID,PLATFORM_TYPE_CODE,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-03-27,partner-ebay-us-vip-01,Tablet,528466,516996,0.9783,3433517,1390,0.0327,0.0027,0.32,438.65,0.83
2014-03-23,partner-ebay-us-vip-01,Tablet,3168593,3115736,0.9833,20993458,8070,0.0277,0.0026,0.34,2705.84,0.85
2014-03-18,partner-ebay-us-vip-01,Tablet,2193412,2162888,0.9861,14628244,5933,0.0277,0.0027,0.38,2245.73,1.02
2014-03-25,partner-ebay-us-vip-01,Tablet,2357652,2319132,0.9837,15630222,6569,0.0295,0.0028,0.37,2428.82,1.03
2014-03-21,partner-ebay-us-vip-01,Tablet,2140690,2104924,0.9833,14171825,5589,0.0307,0.0027,0.35,1966.68,0.92
2014-03-27,partner-ebay-us-vip-01,unknown,167,0,0,0,0,,,,0.00,0.00
2014-03-23,partner-ebay-us-vip-01,unknown,1358,0,0,0,0,,,,0.00,0.00
2014-03-20,partner-ebay-us-vip-01,unknown,1319,0,0,0,0,,,,0.00,0.00
2014-03-25,partner-ebay-us-vip-01,unknown,1453,0,0,0,0,,,,0.00,0.00
2014-03-21,partner-ebay-us-vip-01,unknown,1532,0,0,0,0,,,,0.00,0.00
2014-03-24,partner-ebay-us-vip-01,unknown,1183,0,0,0,0,,,,0.00,0.00
2014-03-26,partner-ebay-us-vip-01,unknown,1014,0,0,0,0,,,,0.00,0.00
2014-03-18,partner-ebay-us-vip-01,unknown,1313,0,0,0,0,,,,0.00,0.00
2014-03-22,partner-ebay-us-vip-01,unknown,1320,0,0,0,0,,,,0.00,0.00
2014-03-17,partner-ebay-us-vip-01,unknown,1343,0,0,0,0,,,,0.00,0.00
2014-03-19,partner-ebay-us-vip-01,unknown,1460,0,0,0,0,,,,0.00,0.00
2014-03-24,partner-mobile-ebay-au,Desktop,2174,1772,0.8151,7345,29,0.0333,0.0164,0.49,14.10,6.49
2014-03-23,partner-mobile-ebay-au,Desktop,2006,1690,0.8425,7096,17,0,0.0101,0.56,9.45,4.71
2014-03-20,partner-mobile-ebay-au,Desktop,2033,1750,0.8608,7290,22,0.0435,0.0126,0.35,7.78,3.83
2014-03-22,partner-mobile-ebay-au,Desktop,2990,2525,0.8445,10066,35,0,0.0139,0.38,13.36,4.47
2014-03-17,partner-mobile-ebay-au,Desktop,1839,1621,0.8815,6802,28,0.0345,0.0173,0.44,12.41,6.75
2014-03-18,partner-mobile-ebay-au,Desktop,1512,1155,0.7639,4772,22,0,0.019,0.26,5.68,3.76
2014-03-21,partner-mobile-ebay-au,Desktop,2526,2133,0.8444,8249,34,0.0286,0.0159,0.41,13.80,5.46
2014-03-25,partner-mobile-ebay-au,Desktop,2009,1713,0.8527,6833,15,0,0.0088,0.66,9.90,4.93
2014-03-19,partner-mobile-ebay-au,Desktop,1702,1422,0.8355,6128,18,0,0.0127,0.33,5.95,3.50
2014-03-27,partner-mobile-ebay-au,Desktop,2608,1992,0.7638,8262,21,0,0.0105,0.58,12.24,4.69
2014-03-26,partner-mobile-ebay-au,Desktop,2338,1943,0.8311,7924,29,0,0.0149,0.48,14.05,6.01
2014-03-23,partner-mobile-ebay-au,HighEndMobile,1062093,796694,0.7501,3022905,7856,0.0559,0.0099,0.34,2642.62,2.49
2014-03-19,partner-mobile-ebay-au,HighEndMobile,955741,726680,0.7603,2778666,6890,0.0512,0.0095,0.38,2606.71,2.73
2014-03-20,partner-mobile-ebay-au,HighEndMobile,905917,688944,0.7605,2626335,6701,0.0523,0.0097,0.37,2478.44,2.74
2014-03-25,partner-mobile-ebay-au,HighEndMobile,1042521,769713,0.7383,2887932,7413,0.0533,0.0096,0.33,2457.44,2.36
2014-03-22,partner-mobile-ebay-au,HighEndMobile,1083711,818106,0.7549,3108208,7857,0.0554,0.0096,0.35,2766.66,2.55
2014-03-21,partner-mobile-ebay-au,HighEndMobile,971080,734758,0.7566,2808435,7371,0.0526,0.01,0.35,2605.04,2.68
2014-03-27,partner-mobile-ebay-au,HighEndMobile,946918,678995,0.7171,2513170,5005,0.0532,0.0074,0.35,1769.58,1.87
2014-03-24,partner-mobile-ebay-au,HighEndMobile,1069166,792384,0.7411,2983843,7617,0.0487,0.0096,0.33,2533.83,2.37
2014-03-17,partner-mobile-ebay-au,HighEndMobile,926348,722022,0.7794,2802574,7314,0.049,0.0101,0.35,2590.98,2.80
2014-03-18,partner-mobile-ebay-au,HighEndMobile,965152,735992,0.7626,2816634,6850,0.0503,0.0093,0.37,2506.47,2.60
2014-03-26,partner-mobile-ebay-au,HighEndMobile,1052198,768810,0.7307,2878479,6819,0.0495,0.0089,0.35,2368.38,2.25
2014-03-22,partner-mobile-ebay-au,Tablet,12602,10539,0.8363,43388,202,0.0648,0.0192,0.40,80.19,6.36
2014-03-17,partner-mobile-ebay-au,Tablet,8841,7141,0.8077,30223,115,0.0574,0.0161,0.45,52.09,5.89
2014-03-26,partner-mobile-ebay-au,Tablet,11061,9187,0.8306,37278,100,0.0385,0.0109,0.46,45.51,4.11
2014-03-20,partner-mobile-ebay-au,Tablet,10789,9477,0.8784,38979,125,0.0809,0.0132,0.42,51.92,4.81
2014-03-19,partner-mobile-ebay-au,Tablet,9142,7567,0.8277,31031,100,0.0654,0.0132,0.38,37.55,4.11
2014-03-24,partner-mobile-ebay-au,Tablet,11655,9644,0.8275,40101,131,0.0775,0.0136,0.29,38.26,3.28
2014-03-27,partner-mobile-ebay-au,Tablet,9531,7632,0.8008,31822,66,0.1646,0.0086,0.46,30.32,3.18
2014-03-18,partner-mobile-ebay-au,Tablet,9381,7973,0.8499,33954,87,0.1122,0.0109,0.42,36.64,3.91
2014-03-21,partner-mobile-ebay-au,Tablet,11257,9633,0.8557,40383,131,0.2061,0.0136,0.38,50.30,4.47
2014-03-23,partner-mobile-ebay-au,Tablet,11246,9277,0.8249,38489,123,0.0538,0.0133,0.28,34.52,3.07
2014-03-25,partner-mobile-ebay-au,Tablet,9941,8184,0.8233,33169,111,0.0513,0.0136,0.42,46.33,4.66
2014-03-27,partner-mobile-ebay-ca,Desktop,1521,1423,0.9356,6142,8,0.1111,0.0056,0.44,3.49,2.29
2014-03-18,partner-mobile-ebay-ca,Desktop,1047,903,0.8625,3807,3,0,0.0033,0.31,0.92,0.88
2014-03-21,partner-mobile-ebay-ca,Desktop,825,706,0.8558,3139,9,0,0.0127,0.59,5.35,6.49
2014-03-17,partner-mobile-ebay-ca,Desktop,862,731,0.848,3008,9,0.1818,0.0123,0.39,3.49,4.05
2014-03-22,partner-mobile-ebay-ca,Desktop,1292,1092,0.8452,4857,8,0,0.0073,0.38,3.03,2.34
2014-03-23,partner-mobile-ebay-ca,Desktop,2109,1851,0.8777,8132,13,0,0.007,0.34,4.42,2.10
2014-03-25,partner-mobile-ebay-ca,Desktop,1157,987,0.8531,3863,2,0,0.002,0.22,0.43,0.37
2014-03-26,partner-mobile-ebay-ca,Desktop,1136,1050,0.9243,4540,4,0.2,0.0038,1.59,6.38,5.61
2014-03-19,partner-mobile-ebay-ca,Desktop,1209,1059,0.8759,4606,15,0,0.0142,0.38,5.63,4.66
2014-03-24,partner-mobile-ebay-ca,Desktop,1156,995,0.8607,4411,10,0.0909,0.0101,0.37,3.66,3.16
2014-03-20,partner-mobile-ebay-ca,Desktop,1187,1046,0.8812,4547,10,0,0.0096,0.21,2.11,1.78
2014-03-23,partner-mobile-ebay-ca,HighEndMobile,493500,405444,0.8216,1589647,2336,0.0875,0.0058,0.31,717.36,1.45
2014-03-21,partner-mobile-ebay-ca,HighEndMobile,336596,277618,0.8248,1105015,1647,0.0572,0.0059,0.42,691.72,2.06
2014-03-18,partner-mobile-ebay-ca,HighEndMobile,379000,313158,0.8263,1258051,1686,0.0388,0.0054,0.35,595.30,1.57
2014-03-22,partner-mobile-ebay-ca,HighEndMobile,418160,345239,0.8256,1363111,1969,0.0479,0.0057,0.33,653.71,1.56
2014-03-17,partner-mobile-ebay-ca,HighEndMobile,344086,285009,0.8283,1148928,1694,0.0467,0.0059,0.38,639.39,1.86
2014-03-20,partner-mobile-ebay-ca,HighEndMobile,370372,308556,0.8331,1244909,1733,0.0356,0.0056,0.34,583.78,1.58
2014-03-27,partner-mobile-ebay-ca,HighEndMobile,372967,295473,0.7922,1146617,1415,0.0459,0.0048,0.37,517.59,1.39
2014-03-19,partner-mobile-ebay-ca,HighEndMobile,374233,308252,0.8237,1237875,1606,0.0586,0.0052,0.39,618.36,1.65
2014-03-25,partner-mobile-ebay-ca,HighEndMobile,386139,311946,0.8079,1227008,1953,0.0394,0.0063,0.35,678.56,1.76
2014-03-24,partner-mobile-ebay-ca,HighEndMobile,407192,332570,0.8167,1316764,2088,0.047,0.0063,0.33,679.41,1.67
2014-03-26,partner-mobile-ebay-ca,HighEndMobile,388300,307375,0.7916,1195212,1721,0.0606,0.0056,0.35,610.88,1.57
2014-03-24,partner-mobile-ebay-ca,Tablet,8173,7203,0.8813,31233,92,0.0417,0.0128,0.44,40.55,4.96
2014-03-27,partner-mobile-ebay-ca,Tablet,8162,7163,0.8776,31408,47,0.1455,0.0066,0.43,20.07,2.46
2014-03-17,partner-mobile-ebay-ca,Tablet,6837,6044,0.884,26812,86,0.0227,0.0142,0.43,36.89,5.40
2014-03-18,partner-mobile-ebay-ca,Tablet,7192,6555,0.9114,29215,77,0.0128,0.0117,0.28,21.67,3.01
2014-03-21,partner-mobile-ebay-ca,Tablet,6852,6085,0.8881,27055,80,0.0244,0.0131,0.38,30.20,4.41
2014-03-23,partner-mobile-ebay-ca,Tablet,10466,9447,0.9026,41573,115,0.065,0.0122,0.35,40.30,3.85
2014-03-22,partner-mobile-ebay-ca,Tablet,8159,7537,0.9238,33596,104,0.0796,0.0138,0.37,38.78,4.75
2014-03-20,partner-mobile-ebay-ca,Tablet,7246,6482,0.8946,29064,86,0.1042,0.0133,0.59,50.85,7.02
2014-03-26,partner-mobile-ebay-ca,Tablet,7553,6886,0.9117,30772,70,0.0541,0.0102,0.42,29.55,3.91
2014-03-19,partner-mobile-ebay-ca,Tablet,7376,6590,0.8934,29530,95,0.1038,0.0144,0.50,47.63,6.46
2014-03-25,partner-mobile-ebay-ca,Tablet,8128,7127,0.8768,31156,99,0.0388,0.0139,0.45,44.64,5.49
2014-03-21,partner-mobile-ebay-de,Desktop,1785,1339,0.7501,5517,14,0.125,0.0105,0.22,3.03,1.70
2014-03-18,partner-mobile-ebay-de,Desktop,1856,1254,0.6756,5057,24,0.04,0.0191,0.20,4.85,2.62
2014-03-23,partner-mobile-ebay-de,Desktop,2960,2168,0.7324,8971,33,0.175,0.0152,0.31,10.10,3.41
2014-03-27,partner-mobile-ebay-de,Desktop,1650,1147,0.6952,4444,9,0.25,0.0078,0.48,4.28,2.60
2014-03-26,partner-mobile-ebay-de,Desktop,1842,1296,0.7036,5084,16,0.1579,0.0123,0.48,7.69,4.18
2014-03-24,partner-mobile-ebay-de,Desktop,2019,1310,0.6488,5286,18,0.3333,0.0137,0.16,2.87,1.42
2014-03-25,partner-mobile-ebay-de,Desktop,1591,1018,0.6398,4181,10,0,0.0098,0.19,1.86,1.17
2014-03-22,partner-mobile-ebay-de,Desktop,2138,1603,0.7498,6335,22,0.0435,0.0137,0.16,3.58,1.67
2014-03-20,partner-mobile-ebay-de,Desktop,1526,1148,0.7523,4957,26,0.037,0.0226,0.21,5.47,3.58
2014-03-17,partner-mobile-ebay-de,Desktop,1562,1120,0.717,4327,12,0.3684,0.0107,0.17,2.00,1.28
2014-03-19,partner-mobile-ebay-de,Desktop,1492,1107,0.742,4339,22,0.1852,0.0199,0.30,6.52,4.37
2014-03-24,partner-mobile-ebay-de,HighEndMobile,2132507,1560175,0.7316,6100991,14050,0.0672,0.009,0.24,3315.91,1.55
2014-03-22,partner-mobile-ebay-de,HighEndMobile,2309646,1706448,0.7388,6683456,15035,0.0669,0.0088,0.24,3631.09,1.57
2014-03-23,partner-mobile-ebay-de,HighEndMobile,2953483,2179109,0.7378,8501717,18902,0.0691,0.0087,0.23,4413.14,1.49
2014-03-21,partner-mobile-ebay-de,HighEndMobile,1901002,1426517,0.7504,5629084,11943,0.0708,0.0084,0.24,2890.94,1.52
2014-03-26,partner-mobile-ebay-de,HighEndMobile,1974612,1506681,0.763,5939893,12820,0.0617,0.0085,0.25,3145.23,1.59
2014-03-19,partner-mobile-ebay-de,HighEndMobile,1989879,1522084,0.7649,6065911,14507,0.0651,0.0095,0.25,3642.43,1.83
2014-03-18,partner-mobile-ebay-de,HighEndMobile,2066165,1595750,0.7723,6386667,15368,0.0642,0.0096,0.25,3837.31,1.86
2014-03-17,partner-mobile-ebay-de,HighEndMobile,1477427,1173016,0.794,4803345,14292,0.0608,0.0122,0.24,3473.43,2.35
2014-03-27,partner-mobile-ebay-de,HighEndMobile,1837910,1396228,0.7597,5492395,8929,0.0637,0.0064,0.25,2224.71,1.21
2014-03-25,partner-mobile-ebay-de,HighEndMobile,1856270,1371127,0.7386,5384064,12211,0.0631,0.0089,0.24,2902.38,1.56
2014-03-20,partner-mobile-ebay-de,HighEndMobile,1772329,1354616,0.7643,5398519,12080,0.0667,0.0089,0.25,3053.86,1.72
2014-03-25,partner-mobile-ebay-de,Tablet,48897,40331,0.8248,170883,627,0.0926,0.0155,0.30,188.13,3.85
2014-03-22,partner-mobile-ebay-de,Tablet,73021,60623,0.8302,257906,839,0.0389,0.0138,0.31,258.20,3.54
2014-03-20,partner-mobile-ebay-de,Tablet,46229,39320,0.8505,168887,509,0.0286,0.0129,0.33,170.23,3.68
2014-03-27,partner-mobile-ebay-de,Tablet,49562,40715,0.8215,173471,403,0.0405,0.0099,0.37,149.18,3.01
2014-03-21,partner-mobile-ebay-de,Tablet,51916,43874,0.8451,187321,542,0.0475,0.0124,0.30,161.86,3.12
2014-03-23,partner-mobile-ebay-de,Tablet,94567,79683,0.8426,339673,1111,0.0561,0.0139,0.31,347.32,3.67
2014-03-26,partner-mobile-ebay-de,Tablet,52795,43690,0.8275,185394,605,0.0591,0.0138,0.26,159.35,3.02
2014-03-24,partner-mobile-ebay-de,Tablet,58607,49023,0.8365,207115,634,0.0649,0.0129,0.34,213.42,3.64
2014-03-19,partner-mobile-ebay-de,Tablet,54000,46209,0.8557,199837,650,0.0767,0.0141,0.32,207.06,3.83
2014-03-18,partner-mobile-ebay-de,Tablet,54233,45704,0.8427,196757,666,0.0593,0.0146,0.30,201.37,3.71
2014-03-17,partner-mobile-ebay-de,Tablet,38599,32950,0.8536,144082,658,0.0394,0.02,0.33,215.59,5.59
2014-03-19,partner-mobile-ebay-es,Desktop,1665,1280,0.7688,4893,15,0,0.0117,0.14,2.05,1.23
2014-03-23,partner-mobile-ebay-es,Desktop,2695,1996,0.7406,7513,57,0.05,0.0286,0.14,8.26,3.06
2014-03-20,partner-mobile-ebay-es,Desktop,1702,1193,0.7009,4482,28,0.0968,0.0235,0.08,2.24,1.32
2014-03-26,partner-mobile-ebay-es,Desktop,1761,1305,0.7411,5150,44,0.0435,0.0337,0.21,9.07,5.15
2014-03-25,partner-mobile-ebay-es,Desktop,1562,1204,0.7708,4491,17,0,0.0141,0.22,3.73,2.38
2014-03-24,partner-mobile-ebay-es,Desktop,1474,1137,0.7714,4302,17,0,0.015,0.11,1.88,1.28
2014-03-18,partner-mobile-ebay-es,Desktop,1106,940,0.8499,3697,14,0,0.0149,0.10,1.40,1.27
2014-03-21,partner-mobile-ebay-es,Desktop,1447,1126,0.7782,4167,23,0,0.0204,0.18,4.24,2.93
2014-03-22,partner-mobile-ebay-es,Desktop,2182,1661,0.7612,5948,32,0,0.0193,0.16,5.15,2.36
2014-03-17,partner-mobile-ebay-es,Desktop,1522,1116,0.7332,4384,37,0,0.0332,0.20,7.57,4.98
2014-03-27,partner-mobile-ebay-es,Desktop,1389,1009,0.7264,4003,10,0,0.0099,0.23,2.27,1.63
2014-03-24,partner-mobile-ebay-es,HighEndMobile,389636,255390,0.6555,914020,7196,0.0758,0.0282,0.13,964.09,2.47
2014-03-26,partner-mobile-ebay-es,HighEndMobile,370841,238945,0.6443,847181,6299,0.0596,0.0264,0.18,1122.60,3.03
2014-03-17,partner-mobile-ebay-es,HighEndMobile,327340,229507,0.7011,839627,7287,0.0688,0.0318,0.15,1059.03,3.24
2014-03-23,partner-mobile-ebay-es,HighEndMobile,433451,284286,0.6559,1008717,7554,0.0656,0.0266,0.14,1028.17,2.37
2014-03-21,partner-mobile-ebay-es,HighEndMobile,321262,216570,0.6741,776258,6408,0.0721,0.0296,0.15,991.50,3.09
2014-03-27,partner-mobile-ebay-es,HighEndMobile,363391,223370,0.6147,785498,4754,0.0566,0.0213,0.17,822.21,2.26
2014-03-20,partner-mobile-ebay-es,HighEndMobile,387439,262133,0.6766,938281,7285,0.0667,0.0278,0.15,1096.34,2.83
2014-03-19,partner-mobile-ebay-es,HighEndMobile,364978,249629,0.684,899259,7415,0.0654,0.0297,0.14,1061.81,2.91
2014-03-25,partner-mobile-ebay-es,HighEndMobile,388761,252288,0.649,900613,7391,0.0655,0.0293,0.16,1200.39,3.09
2014-03-22,partner-mobile-ebay-es,HighEndMobile,376736,251902,0.6686,894524,6778,0.0665,0.0269,0.14,962.14,2.55
2014-03-18,partner-mobile-ebay-es,HighEndMobile,362623,248484,0.6852,891867,7032,0.0639,0.0283,0.14,986.68,2.72
2014-03-25,partner-mobile-ebay-es,Tablet,4282,3096,0.723,11340,71,0.0533,0.0229,0.24,17.22,4.02
2014-03-22,partner-mobile-ebay-es,Tablet,4679,3553,0.7594,13001,80,0.1111,0.0225,0.16,12.48,2.67
2014-03-21,partner-mobile-ebay-es,Tablet,2942,2166,0.7362,8167,48,0.0769,0.0222,0.17,8.19,2.78
2014-03-24,partner-mobile-ebay-es,Tablet,3958,2585,0.6531,9345,64,0.0588,0.0248,0.14,8.88,2.24
2014-03-19,partner-mobile-ebay-es,Tablet,3208,2227,0.6942,8675,78,0.0602,0.035,0.17,12.93,4.03
2014-03-27,partner-mobile-ebay-es,Tablet,3636,2283,0.6279,8462,49,0.0392,0.0215,0.37,18.19,5.00
2014-03-17,partner-mobile-ebay-es,Tablet,3610,2460,0.6814,8929,57,0.05,0.0232,0.22,12.74,3.53
2014-03-18,partner-mobile-ebay-es,Tablet,3637,2558,0.7033,9405,54,0.0847,0.0211,0.19,10.28,2.83
2014-03-26,partner-mobile-ebay-es,Tablet,4228,3183,0.7528,11164,67,0.0563,0.021,0.46,30.89,7.31
2014-03-20,partner-mobile-ebay-es,Tablet,4341,3372,0.7768,12106,58,0.0645,0.0172,0.22,12.68,2.92
2014-03-23,partner-mobile-ebay-es,Tablet,5424,4039,0.7447,14559,119,0.0325,0.0295,0.19,22.96,4.23
2014-03-25,partner-mobile-ebay-fr,Desktop,2886,2322,0.8046,8660,34,0.0286,0.0146,0.17,5.76,1.99
2014-03-17,partner-mobile-ebay-fr,Desktop,2689,2043,0.7598,8370,41,0,0.0201,0.31,12.69,4.72
2014-03-18,partner-mobile-ebay-fr,Desktop,3117,2371,0.7607,9767,29,0.0645,0.0122,0.28,8.12,2.60
2014-03-22,partner-mobile-ebay-fr,Desktop,5463,4090,0.7487,16354,69,0.08,0.0169,0.17,11.64,2.13
2014-03-26,partner-mobile-ebay-fr,Desktop,3248,2561,0.7885,9993,37,0,0.0144,0.29,10.75,3.31
2014-03-24,partner-mobile-ebay-fr,Desktop,3125,2471,0.7907,10128,42,0.0233,0.017,0.20,8.57,2.74
2014-03-19,partner-mobile-ebay-fr,Desktop,2728,2238,0.8204,8508,46,0.098,0.0206,0.16,7.37,2.70
2014-03-20,partner-mobile-ebay-fr,Desktop,3112,2373,0.7625,9760,31,0.0312,0.0131,0.27,8.38,2.69
2014-03-21,partner-mobile-ebay-fr,Desktop,3073,2483,0.808,10227,52,0.0714,0.0209,0.25,13.20,4.30
2014-03-27,partner-mobile-ebay-fr,Desktop,2707,2101,0.7761,8225,24,0.0769,0.0114,0.20,4.82,1.78
2014-03-23,partner-mobile-ebay-fr,Desktop,5029,4022,0.7998,16223,67,0.0429,0.0167,0.21,14.17,2.82
2014-03-25,partner-mobile-ebay-fr,HighEndMobile,397219,276562,0.6962,1018313,2647,0.0553,0.0096,0.19,511.08,1.29
2014-03-27,partner-mobile-ebay-fr,HighEndMobile,390240,273480,0.7008,1017268,2167,0.0483,0.0079,0.21,457.46,1.17
2014-03-19,partner-mobile-ebay-fr,HighEndMobile,372662,266838,0.716,984341,2500,0.041,0.0094,0.20,492.77,1.32
2014-03-21,partner-mobile-ebay-fr,HighEndMobile,364498,259448,0.7118,948551,2483,0.0591,0.0096,0.20,496.24,1.36
2014-03-23,partner-mobile-ebay-fr,HighEndMobile,523105,366713,0.701,1335775,3246,0.0487,0.0089,0.19,605.02,1.16
2014-03-18,partner-mobile-ebay-fr,HighEndMobile,385818,286435,0.7424,1049564,2685,0.0526,0.0094,0.19,520.82,1.35
2014-03-24,partner-mobile-ebay-fr,HighEndMobile,404772,281936,0.6965,1035670,2775,0.0571,0.0098,0.19,539.14,1.33
2014-03-20,partner-mobile-ebay-fr,HighEndMobile,373717,270572,0.724,992982,2584,0.0419,0.0096,0.20,521.78,1.40
2014-03-26,partner-mobile-ebay-fr,HighEndMobile,399626,280443,0.7018,1031980,2644,0.0469,0.0094,0.19,505.09,1.26
2014-03-22,partner-mobile-ebay-fr,HighEndMobile,456063,317430,0.696,1158643,3186,0.0498,0.01,0.19,596.68,1.31
2014-03-17,partner-mobile-ebay-fr,HighEndMobile,345794,258358,0.7471,958962,2720,0.0409,0.0105,0.19,522.80,1.51
2014-03-24,partner-mobile-ebay-fr,Tablet,11970,9480,0.792,38877,140,0.0278,0.0148,0.23,31.60,2.64
2014-03-17,partner-mobile-ebay-fr,Tablet,11857,9993,0.8428,40380,174,0.044,0.0174,0.21,36.57,3.08
2014-03-26,partner-mobile-ebay-fr,Tablet,11920,9655,0.81,38577,128,0.0448,0.0133,0.21,27.29,2.29
2014-03-22,partner-mobile-ebay-fr,Tablet,14640,12248,0.8366,49828,181,0.0524,0.0148,0.21,38.28,2.61
2014-03-27,partner-mobile-ebay-fr,Tablet,10985,8727,0.7944,34613,98,0.0577,0.0112,0.24,23.79,2.17
2014-03-25,partner-mobile-ebay-fr,Tablet,11992,9736,0.8119,40580,135,0.0217,0.0139,0.24,32.53,2.71
2014-03-19,partner-mobile-ebay-fr,Tablet,11458,9355,0.8165,38419,123,0.0682,0.0131,0.26,31.78,2.77
2014-03-21,partner-mobile-ebay-fr,Tablet,9659,8087,0.8373,33778,152,0.1059,0.0188,0.22,32.70,3.39
2014-03-23,partner-mobile-ebay-fr,Tablet,18415,15141,0.8222,59815,226,0.03,0.0149,0.21,46.81,2.54
2014-03-18,partner-mobile-ebay-fr,Tablet,10384,8739,0.8416,35038,113,0.0504,0.0129,0.20,22.04,2.12
2014-03-20,partner-mobile-ebay-fr,Tablet,10112,8324,0.8232,34046,141,0.0784,0.0169,0.30,42.99,4.25
2014-03-21,partner-mobile-ebay-it,Desktop,3743,2821,0.7537,11007,47,0.06,0.0167,0.18,8.67,2.32
2014-03-23,partner-mobile-ebay-it,Desktop,5900,4477,0.7588,18127,118,0.0709,0.0264,0.15,18.23,3.09
2014-03-25,partner-mobile-ebay-it,Desktop,3814,2917,0.7648,11241,63,0.1486,0.0216,0.20,12.61,3.31
2014-03-22,partner-mobile-ebay-it,Desktop,4639,3668,0.7907,15032,64,0.0154,0.0174,0.18,11.83,2.55
2014-03-26,partner-mobile-ebay-it,Desktop,4734,3802,0.8031,14210,50,0.0741,0.0132,0.28,14.05,2.97
2014-03-20,partner-mobile-ebay-it,Desktop,3579,2874,0.803,11752,58,0.0492,0.0202,0.22,12.91,3.61
2014-03-27,partner-mobile-ebay-it,Desktop,4282,3282,0.7665,12294,47,0.1132,0.0143,0.19,9.10,2.13
2014-03-18,partner-mobile-ebay-it,Desktop,4367,3196,0.7319,12851,64,0.0986,0.02,0.29,18.31,4.19
2014-03-24,partner-mobile-ebay-it,Desktop,4654,3362,0.7224,13400,63,0.0455,0.0187,0.17,10.45,2.25
2014-03-17,partner-mobile-ebay-it,Desktop,3382,2694,0.7966,10470,66,0.0571,0.0245,0.20,12.96,3.83
2014-03-19,partner-mobile-ebay-it,Desktop,3606,2863,0.794,11511,36,0.0769,0.0126,0.17,6.19,1.72
2014-03-18,partner-mobile-ebay-it,HighEndMobile,844262,605019,0.7166,2218245,7368,0.0689,0.0122,0.17,1255.76,1.49
2014-03-27,partner-mobile-ebay-it,HighEndMobile,1033887,695802,0.673,2452319,6539,0.0575,0.0094,0.18,1158.88,1.12
2014-03-24,partner-mobile-ebay-it,HighEndMobile,942879,657495,0.6973,2404485,8383,0.064,0.0127,0.16,1308.85,1.39
2014-03-26,partner-mobile-ebay-it,HighEndMobile,974205,652396,0.6697,2345011,7794,0.0622,0.0119,0.16,1274.94,1.31
2014-03-22,partner-mobile-ebay-it,HighEndMobile,852677,607144,0.712,2220918,7885,0.0652,0.013,0.17,1312.16,1.54
2014-03-19,partner-mobile-ebay-it,HighEndMobile,803477,574038,0.7144,2112565,6852,0.0555,0.0119,0.17,1181.92,1.47
2014-03-20,partner-mobile-ebay-it,HighEndMobile,886037,632535,0.7139,2302376,7492,0.0594,0.0118,0.18,1318.94,1.49
2014-03-17,partner-mobile-ebay-it,HighEndMobile,794820,586394,0.7378,2179053,7713,0.06,0.0132,0.17,1314.46,1.65
2014-03-25,partner-mobile-ebay-it,HighEndMobile,924424,637462,0.6896,2316364,8238,0.063,0.0129,0.16,1290.54,1.40
2014-03-23,partner-mobile-ebay-it,HighEndMobile,1095691,776405,0.7086,2835544,10132,0.0605,0.013,0.16,1640.53,1.50
2014-03-21,partner-mobile-ebay-it,HighEndMobile,786152,555287,0.7063,2030514,6927,0.0685,0.0125,0.18,1247.54,1.59
2014-03-26,partner-mobile-ebay-it,Tablet,15141,11702,0.7729,45952,176,0.033,0.015,0.21,37.21,2.46
2014-03-27,partner-mobile-ebay-it,Tablet,14010,10992,0.7846,42153,153,0.0255,0.0139,0.23,34.85,2.49
2014-03-24,partner-mobile-ebay-it,Tablet,13309,10465,0.7863,40768,168,0.1204,0.0161,0.18,30.47,2.29
2014-03-19,partner-mobile-ebay-it,Tablet,11711,9321,0.7959,37261,120,0.0977,0.0129,0.19,22.99,1.96
2014-03-20,partner-mobile-ebay-it,Tablet,12479,9833,0.788,39435,162,0.1337,0.0165,0.20,32.35,2.59
2014-03-23,partner-mobile-ebay-it,Tablet,20374,16330,0.8015,65199,279,0.0379,0.0171,0.19,52.70,2.59
2014-03-18,partner-mobile-ebay-it,Tablet,12142,9739,0.8021,38636,151,0.0736,0.0155,0.19,28.15,2.32
2014-03-22,partner-mobile-ebay-it,Tablet,15517,12263,0.7903,47647,147,0.0577,0.012,0.20,28.71,1.85
2014-03-17,partner-mobile-ebay-it,Tablet,11700,9413,0.8045,37829,148,0.1138,0.0157,0.29,43.20,3.69
2014-03-21,partner-mobile-ebay-it,Tablet,11758,9498,0.8078,37187,136,0.0685,0.0143,0.19,25.99,2.21
2014-03-25,partner-mobile-ebay-it,Tablet,13023,10552,0.8103,42488,152,0.0952,0.0144,0.18,27.35,2.10
2014-03-27,partner-mobile-ebay-se,Desktop,2374,2070,0.8719,9551,4,0.2,0.0019,0.26,1.05,0.44
2014-03-25,partner-mobile-ebay-se,Desktop,2832,2453,0.8662,11075,17,0,0.0069,0.38,6.41,2.27
