DATE,AD_CLIENT_ID,PLATFORM_TYPE_CODE,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-04-26,partner-ebay-be-fr-vip-01,Tablet,30025,19542,0.6509,64605,24,0,0.0012,0.26,6.22,0.21
2014-05-27,partner-ebay-be-fr-vip-01,Tablet,28428,19650,0.6912,63835,22,0.12,0.0011,0.26,5.70,0.20
2014-04-23,partner-ebay-be-fr-vip-01,Tablet,23729,15414,0.6496,49260,30,0,0.0019,0.35,10.36,0.44
2014-05-19,partner-ebay-be-fr-vip-01,Tablet,26064,17797,0.6828,58290,30,0,0.0017,0.40,12.00,0.46
2014-05-26,partner-ebay-be-fr-vip-01,Tablet,27439,18961,0.691,62361,28,0,0.0015,0.40,11.32,0.41
2014-05-01,partner-ebay-be-fr-vip-01,Tablet,35110,23205,0.6609,75600,55,0,0.0024,0.35,19.17,0.55
2014-05-15,partner-ebay-be-fr-vip-01,Tablet,26504,17894,0.6751,58843,29,0,0.0016,0.31,8.93,0.34
2014-06-07,partner-ebay-be-fr-vip-01,Tablet,24621,17484,0.7101,59539,24,0.04,0.0014,0.46,10.97,0.45
2014-05-29,partner-ebay-be-fr-vip-01,Tablet,35312,24626,0.6974,81133,38,0,0.0015,0.38,14.31,0.41
2014-06-02,partner-ebay-be-fr-vip-01,Tablet,26920,18754,0.6967,61686,33,0.0294,0.0018,0.52,17.18,0.64
2014-04-28,partner-ebay-be-fr-vip-01,Tablet,25995,16593,0.6383,54244,34,0.0286,0.002,0.41,13.86,0.53
2014-04-17,partner-ebay-be-fr-vip-01,Tablet,23400,15188,0.6491,49499,33,0,0.0022,0.42,13.77,0.59
2014-05-21,partner-ebay-be-fr-vip-01,Tablet,27227,18561,0.6817,60983,23,0,0.0012,0.36,8.35,0.31
2014-04-27,partner-ebay-be-fr-vip-01,Tablet,36423,23268,0.6388,74655,46,0.0417,0.002,0.26,12.18,0.33
2014-06-08,partner-ebay-be-fr-vip-01,Tablet,31654,21837,0.6899,73078,29,0,0.0013,0.42,12.27,0.39
2014-05-25,partner-ebay-be-fr-vip-01,Tablet,30046,20426,0.6798,68008,29,0,0.0014,0.33,9.55,0.32
2014-06-04,partner-ebay-be-fr-vip-01,Tablet,29606,20958,0.7079,69878,25,0.1935,0.0012,0.35,8.75,0.30
2014-04-16,partner-ebay-be-fr-vip-01,Tablet,24118,15340,0.636,49750,40,0,0.0026,0.28,11.19,0.46
2014-05-31,partner-ebay-be-fr-vip-01,Tablet,27116,19318,0.7124,65119,29,0,0.0015,0.47,13.57,0.50
2014-04-19,partner-ebay-be-fr-vip-01,Tablet,29697,18888,0.636,62103,23,0,0.0012,0.37,8.62,0.29
2014-04-21,partner-ebay-be-fr-vip-01,Tablet,35314,22520,0.6377,73058,43,0.0227,0.0019,0.34,14.54,0.41
2014-05-10,partner-ebay-be-fr-vip-01,unknown,72,0,0,0,0,,,,0.00,0.00
2014-06-07,partner-ebay-be-fr-vip-01,unknown,54,0,0,0,0,,,,0.00,0.00
2014-05-17,partner-ebay-be-fr-vip-01,unknown,56,0,0,0,0,,,,0.00,0.00
2014-05-12,partner-ebay-be-fr-vip-01,unknown,57,0,0,0,0,,,,0.00,0.00
2014-05-19,partner-ebay-be-fr-vip-01,unknown,64,0,0,0,0,,,,0.00,0.00
2014-04-25,partner-ebay-be-fr-vip-01,unknown,68,0,0,0,0,,,,0.00,0.00
2014-04-29,partner-ebay-be-fr-vip-01,unknown,53,0,0,0,0,,,,0.00,0.00
2014-05-28,partner-ebay-be-fr-vip-01,unknown,35,0,0,0,0,,,,0.00,0.00
2014-05-05,partner-ebay-be-fr-vip-01,unknown,60,0,0,0,0,,,,0.00,0.00
2014-04-16,partner-ebay-be-fr-vip-01,unknown,66,0,0,0,0,,,,0.00,0.00
2014-05-11,partner-ebay-be-fr-vip-01,unknown,27,0,0,0,0,,,,0.00,0.00
2014-05-06,partner-ebay-be-fr-vip-01,unknown,103,0,0,0,0,,,,0.00,0.00
2014-05-21,partner-ebay-be-fr-vip-01,unknown,24,0,0,0,0,,,,0.00,0.00
2014-05-18,partner-ebay-be-fr-vip-01,unknown,78,0,0,0,0,,,,0.00,0.00
2014-05-16,partner-ebay-be-fr-vip-01,unknown,80,0,0,0,0,,,,0.00,0.00
2014-06-04,partner-ebay-be-fr-vip-01,unknown,33,0,0,0,0,,,,0.00,0.00
2014-04-19,partner-ebay-be-fr-vip-01,unknown,45,0,0,0,0,,,,0.00,0.00
2014-05-31,partner-ebay-be-fr-vip-01,unknown,59,0,0,0,0,,,,0.00,0.00
2014-06-02,partner-ebay-be-fr-vip-01,unknown,47,0,0,0,0,,,,0.00,0.00
2014-05-09,partner-ebay-be-fr-vip-01,unknown,28,0,0,0,0,,,,0.00,0.00
2014-04-21,partner-ebay-be-fr-vip-01,unknown,40,0,0,0,0,,,,0.00,0.00
2014-05-20,partner-ebay-be-fr-vip-01,unknown,45,0,0,0,0,,,,0.00,0.00
2014-04-15,partner-ebay-be-fr-vip-01,unknown,52,0,0,0,0,,,,0.00,0.00
2014-06-06,partner-ebay-be-fr-vip-01,unknown,58,0,0,0,0,,,,0.00,0.00
2014-04-24,partner-ebay-be-fr-vip-01,unknown,32,0,0,0,0,,,,0.00,0.00
2014-06-09,partner-ebay-be-fr-vip-01,unknown,41,0,0,0,0,,,,0.00,0.00
2014-05-14,partner-ebay-be-fr-vip-01,unknown,71,0,0,0,0,,,,0.00,0.00
2014-06-10,partner-ebay-be-fr-vip-01,unknown,56,0,0,0,0,,,,0.00,0.00
2014-05-08,partner-ebay-be-fr-vip-01,unknown,73,0,0,0,0,,,,0.00,0.00
2014-05-30,partner-ebay-be-fr-vip-01,unknown,37,0,0,0,0,,,,0.00,0.00
2014-05-24,partner-ebay-be-fr-vip-01,unknown,31,0,0,0,0,,,,0.00,0.00
2014-04-18,partner-ebay-be-fr-vip-01,unknown,64,0,0,0,0,,,,0.00,0.00
2014-05-02,partner-ebay-be-fr-vip-01,unknown,60,0,0,0,0,,,,0.00,0.00
2014-06-01,partner-ebay-be-fr-vip-01,unknown,37,0,0,0,0,,,,0.00,0.00
2014-05-04,partner-ebay-be-fr-vip-01,unknown,68,0,0,0,0,,,,0.00,0.00
2014-04-26,partner-ebay-be-fr-vip-01,unknown,56,0,0,0,0,,,,0.00,0.00
2014-05-27,partner-ebay-be-fr-vip-01,unknown,34,0,0,0,0,,,,0.00,0.00
2014-06-08,partner-ebay-be-fr-vip-01,unknown,50,0,0,0,0,,,,0.00,0.00
2014-05-22,partner-ebay-be-fr-vip-01,unknown,49,0,0,0,0,,,,0.00,0.00
2014-06-05,partner-ebay-be-fr-vip-01,unknown,43,0,0,0,0,,,,0.00,0.00
2014-06-11,partner-ebay-be-fr-vip-01,unknown,16,0,0,0,0,,,,0.00,0.00
2014-06-03,partner-ebay-be-fr-vip-01,unknown,39,0,0,0,0,,,,0.00,0.00
2014-05-07,partner-ebay-be-fr-vip-01,unknown,119,0,0,0,0,,,,0.00,0.00
2014-04-30,partner-ebay-be-fr-vip-01,unknown,51,0,0,0,0,,,,0.00,0.00
2014-05-13,partner-ebay-be-fr-vip-01,unknown,74,0,0,0,0,,,,0.00,0.00
2014-04-23,partner-ebay-be-fr-vip-01,unknown,59,0,0,0,0,,,,0.00,0.00
2014-04-22,partner-ebay-be-fr-vip-01,unknown,57,0,0,0,0,,,,0.00,0.00
2014-05-29,partner-ebay-be-fr-vip-01,unknown,56,0,0,0,0,,,,0.00,0.00
2014-04-20,partner-ebay-be-fr-vip-01,unknown,49,0,0,0,0,,,,0.00,0.00
2014-05-26,partner-ebay-be-fr-vip-01,unknown,46,0,0,0,0,,,,0.00,0.00
2014-05-03,partner-ebay-be-fr-vip-01,unknown,53,0,0,0,0,,,,0.00,0.00
2014-05-01,partner-ebay-be-fr-vip-01,unknown,33,0,0,0,0,,,,0.00,0.00
2014-05-15,partner-ebay-be-fr-vip-01,unknown,78,0,0,0,0,,,,0.00,0.00
2014-04-17,partner-ebay-be-fr-vip-01,unknown,56,0,0,0,0,,,,0.00,0.00
2014-04-28,partner-ebay-be-fr-vip-01,unknown,90,0,0,0,0,,,,0.00,0.00
2014-05-25,partner-ebay-be-fr-vip-01,unknown,23,0,0,0,0,,,,0.00,0.00
2014-05-23,partner-ebay-be-fr-vip-01,unknown,59,0,0,0,0,,,,0.00,0.00
2014-04-27,partner-ebay-be-fr-vip-01,unknown,52,0,0,0,0,,,,0.00,0.00
2014-05-28,partner-ebay-be-nl,Desktop,201219,172723,0.8584,683994,1700,0.0128,0.0098,0.30,508.80,2.53
2014-04-25,partner-ebay-be-nl,Desktop,175676,150313,0.8556,592278,1334,0.0319,0.0089,0.28,370.47,2.11
2014-04-26,partner-ebay-be-nl,Desktop,188444,161658,0.8579,640539,1469,0.0128,0.0091,0.30,439.98,2.33
2014-06-07,partner-ebay-be-nl,Desktop,156072,133044,0.8525,523459,1122,0.008,0.0084,0.33,368.98,2.36
2014-04-16,partner-ebay-be-nl,Desktop,181886,154385,0.8488,601676,1362,0.0109,0.0088,0.30,401.88,2.21
2014-06-09,partner-ebay-be-nl,Desktop,219694,188655,0.8587,750178,1636,0.0103,0.0087,0.31,513.64,2.34
2014-05-29,partner-ebay-be-nl,Desktop,218520,188582,0.863,756598,1624,0.0104,0.0086,0.32,525.26,2.40
2014-05-10,partner-ebay-be-nl,Desktop,223328,188903,0.8459,730913,1836,0.0113,0.0097,0.27,498.93,2.23
2014-04-27,partner-ebay-be-nl,Desktop,214331,182261,0.8504,714836,1848,0.0107,0.0101,0.29,531.38,2.48
2014-05-14,partner-ebay-be-nl,Desktop,191321,160747,0.8402,629046,1476,0.0087,0.0092,0.33,484.34,2.53
2014-05-30,partner-ebay-be-nl,Desktop,170761,146003,0.855,583743,1283,0.0062,0.0088,0.32,405.32,2.37
2014-06-02,partner-ebay-be-nl,Desktop,184867,155591,0.8416,614837,1558,0.0158,0.01,0.32,494.79,2.68
2014-05-09,partner-ebay-be-nl,Desktop,195512,165578,0.8469,645245,1501,0.0073,0.0091,0.31,458.73,2.35
2014-05-03,partner-ebay-be-nl,Desktop,186930,158005,0.8453,610005,1393,0.0071,0.0088,0.29,402.10,2.15
2014-05-01,partner-ebay-be-nl,Desktop,226358,194035,0.8572,759161,1751,0.0074,0.009,0.32,559.98,2.47
2014-04-17,partner-ebay-be-nl,Desktop,186553,157801,0.8459,613288,1476,0.012,0.0094,0.28,411.03,2.20
2014-05-15,partner-ebay-be-nl,Desktop,175453,148597,0.8469,580056,1280,0.0207,0.0086,0.34,439.10,2.50
2014-04-19,partner-ebay-be-nl,Desktop,184279,157882,0.8568,617864,1407,0.0071,0.0089,0.26,364.49,1.98
2014-05-18,partner-ebay-be-nl,Desktop,168467,141289,0.8387,547989,1175,0.0126,0.0083,0.30,356.81,2.12
2014-04-28,partner-ebay-be-nl,Desktop,196362,165711,0.8439,643759,1556,0.007,0.0094,0.28,437.75,2.23
2014-05-25,partner-ebay-be-nl,Desktop,168366,142534,0.8466,561748,1220,0.0065,0.0086,0.32,387.61,2.30
2014-05-23,partner-ebay-be-nl,Desktop,174997,147434,0.8425,578033,1267,0.0086,0.0086,0.32,406.15,2.32
2014-06-08,partner-ebay-be-nl,Desktop,172519,146894,0.8515,576560,1424,0.0206,0.0097,0.34,485.17,2.81
2014-05-16,partner-ebay-be-nl,Desktop,164693,139103,0.8446,548132,1094,0.0064,0.0079,0.35,378.08,2.30
2014-06-04,partner-ebay-be-nl,Desktop,209386,178446,0.8522,705082,1659,0.0084,0.0093,0.29,477.51,2.28
2014-05-31,partner-ebay-be-nl,Desktop,165907,142331,0.8579,569040,1279,0.0139,0.009,0.31,398.04,2.40
2014-04-18,partner-ebay-be-nl,Desktop,199061,168942,0.8487,653700,1632,0.0145,0.0097,0.28,453.00,2.28
2014-04-21,partner-ebay-be-nl,Desktop,222072,187705,0.8452,735574,1914,0.0098,0.0102,0.28,538.20,2.42
2014-05-20,partner-ebay-be-nl,Desktop,174452,147915,0.8479,579202,1275,0.017,0.0086,0.32,402.93,2.31
2014-04-15,partner-ebay-be-nl,Desktop,206646,175712,0.8503,690905,1637,0.0097,0.0093,0.28,464.25,2.25
2014-05-02,partner-ebay-be-nl,Desktop,207170,174150,0.8406,670690,1577,0.0032,0.0091,0.29,453.08,2.19
2014-06-06,partner-ebay-be-nl,Desktop,144399,122621,0.8492,483325,995,0.0109,0.0081,0.31,306.53,2.12
2014-04-24,partner-ebay-be-nl,Desktop,186427,159558,0.8559,623367,1571,0.0076,0.0098,0.29,456.37,2.45
2014-06-10,partner-ebay-be-nl,Desktop,183817,156208,0.8498,615141,1368,0.0151,0.0088,0.31,421.19,2.29
2014-05-08,partner-ebay-be-nl,Desktop,212992,179045,0.8406,690385,1784,0.0083,0.01,0.28,497.99,2.34
2014-05-24,partner-ebay-be-nl,Desktop,182249,154076,0.8454,602487,1364,0.0109,0.0089,0.31,423.06,2.32
2014-06-01,partner-ebay-be-nl,Desktop,203410,172341,0.8473,687185,1612,0.0116,0.0094,0.32,514.65,2.53
2014-05-04,partner-ebay-be-nl,Desktop,207856,173693,0.8356,670633,1585,0.0125,0.0091,0.30,481.87,2.32
2014-05-27,partner-ebay-be-nl,Desktop,213588,182764,0.8557,723680,1945,0.0097,0.0106,0.31,605.85,2.84
2014-05-26,partner-ebay-be-nl,Desktop,201027,170497,0.8481,671898,1616,0.0062,0.0095,0.32,511.89,2.55
2014-04-29,partner-ebay-be-nl,Desktop,193378,162793,0.8418,635127,1436,0.0131,0.0088,0.29,416.74,2.16
2014-04-22,partner-ebay-be-nl,Desktop,190725,163176,0.8556,638395,1546,0.0121,0.0095,0.30,467.09,2.45
2014-05-12,partner-ebay-be-nl,Desktop,217801,185142,0.8501,720212,1730,0.0063,0.0093,0.32,548.55,2.52
2014-04-23,partner-ebay-be-nl,Desktop,182050,155747,0.8555,613918,1321,0.02,0.0085,0.29,386.92,2.13
2014-05-05,partner-ebay-be-nl,Desktop,179823,151434,0.8421,585569,1456,0.0115,0.0096,0.29,427.21,2.38
2014-05-19,partner-ebay-be-nl,Desktop,163750,136669,0.8346,532142,1224,0.0105,0.009,0.33,401.80,2.45
2014-05-21,partner-ebay-be-nl,Desktop,195331,166070,0.8502,654013,1440,0.0096,0.0087,0.33,472.91,2.42
2014-05-17,partner-ebay-be-nl,Desktop,151945,128560,0.8461,500279,1039,0.0038,0.0081,0.33,343.75,2.26
2014-05-11,partner-ebay-be-nl,Desktop,230699,194939,0.845,754615,1934,0.0067,0.0099,0.31,604.23,2.62
2014-05-06,partner-ebay-be-nl,Desktop,202653,171054,0.8441,669126,1638,0.0073,0.0096,0.29,474.45,2.34
2014-05-22,partner-ebay-be-nl,Desktop,183438,155338,0.8468,613923,1406,0.0126,0.0091,0.31,438.17,2.39
2014-06-05,partner-ebay-be-nl,Desktop,189018,162020,0.8572,640770,1449,0.0089,0.0089,0.32,459.05,2.43
2014-05-07,partner-ebay-be-nl,Desktop,206127,173182,0.8402,674304,1765,0.0079,0.0102,0.30,523.78,2.54
2014-04-30,partner-ebay-be-nl,Desktop,176572,149842,0.8486,581878,1418,0.0035,0.0095,0.29,411.38,2.33
2014-04-20,partner-ebay-be-nl,Desktop,190444,163462,0.8583,645921,1489,0.0087,0.0091,0.29,435.32,2.29
2014-06-03,partner-ebay-be-nl,Desktop,197024,166077,0.8429,649939,1681,0.01,0.0101,0.31,518.93,2.63
2014-06-11,partner-ebay-be-nl,Desktop,171434,145282,0.8475,572091,1307,0.0188,0.009,0.32,423.25,2.47
2014-05-13,partner-ebay-be-nl,Desktop,204215,172312,0.8438,673544,1679,0.01,0.0097,0.30,500.64,2.45
2014-05-18,partner-ebay-be-nl,HighEndMobile,6857,6011,0.8766,24027,67,0.0147,0.0111,0.28,19.05,2.78
2014-04-26,partner-ebay-be-nl,HighEndMobile,7163,6334,0.8843,25871,90,0.011,0.0142,0.23,20.51,2.86
2014-05-30,partner-ebay-be-nl,HighEndMobile,6967,6193,0.8889,25609,109,0.0268,0.0176,0.31,33.82,4.85
2014-05-26,partner-ebay-be-nl,HighEndMobile,8007,7065,0.8824,28491,93,0.051,0.0132,0.27,25.38,3.17
2014-06-03,partner-ebay-be-nl,HighEndMobile,8066,7178,0.8899,28878,102,0.0642,0.0142,0.30,31.06,3.85
2014-04-19,partner-ebay-be-nl,HighEndMobile,7334,6408,0.8737,26144,86,0.0115,0.0134,0.32,27.37,3.73
2014-04-23,partner-ebay-be-nl,HighEndMobile,6541,5927,0.9061,24698,85,0,0.0143,0.26,22.04,3.37
2014-05-05,partner-ebay-be-nl,HighEndMobile,6875,5939,0.8639,23539,100,0.0099,0.0168,0.28,28.37,4.13
2014-05-03,partner-ebay-be-nl,HighEndMobile,6714,5860,0.8728,23151,86,0.0227,0.0147,0.31,26.38,3.93
2014-05-02,partner-ebay-be-nl,HighEndMobile,7959,7009,0.8806,27857,94,0.0309,0.0134,0.29,27.26,3.43
2014-04-21,partner-ebay-be-nl,HighEndMobile,8471,7515,0.8871,31252,105,0.0278,0.014,0.29,29.93,3.53
2014-04-16,partner-ebay-be-nl,HighEndMobile,7078,6200,0.876,25265,101,0,0.0163,0.25,25.40,3.59
2014-04-25,partner-ebay-be-nl,HighEndMobile,5480,4791,0.8743,19617,71,0.0139,0.0148,0.27,19.42,3.54
2014-06-08,partner-ebay-be-nl,HighEndMobile,8060,7045,0.8741,28716,110,0.009,0.0156,0.28,30.98,3.84
2014-05-22,partner-ebay-be-nl,HighEndMobile,6950,6218,0.8947,25385,82,0.012,0.0132,0.26,21.69,3.12
2014-05-16,partner-ebay-be-nl,HighEndMobile,6321,5578,0.8825,22100,55,0.0179,0.0099,0.29,15.92,2.52
2014-04-24,partner-ebay-be-nl,HighEndMobile,6540,5780,0.8838,23910,72,0.1429,0.0125,0.35,24.88,3.80
2014-05-19,partner-ebay-be-nl,HighEndMobile,6003,5272,0.8782,20494,65,0.0441,0.0123,0.30,19.62,3.27
2014-04-22,partner-ebay-be-nl,HighEndMobile,6617,5831,0.8812,23168,81,0.0122,0.0139,0.22,17.87,2.70
2014-04-15,partner-ebay-be-nl,HighEndMobile,7106,6271,0.8825,25589,96,0.0495,0.0153,0.29,28.30,3.98
2014-05-20,partner-ebay-be-nl,HighEndMobile,6992,6152,0.8799,25063,79,0,0.0128,0.36,28.81,4.12
2014-05-17,partner-ebay-be-nl,HighEndMobile,6028,5311,0.8811,21333,69,0.0143,0.013,0.32,22.31,3.70
2014-06-04,partner-ebay-be-nl,HighEndMobile,7920,7051,0.8903,28733,85,0.0556,0.0121,0.37,31.45,3.97
2014-05-21,partner-ebay-be-nl,HighEndMobile,7459,6595,0.8842,26660,101,0.0561,0.0153,0.28,28.24,3.79
2014-05-11,partner-ebay-be-nl,HighEndMobile,9633,8423,0.8744,33963,111,0.0348,0.0132,0.22,24.04,2.50
2014-05-06,partner-ebay-be-nl,HighEndMobile,7986,6723,0.8418,25091,108,0.0182,0.0161,0.30,32.94,4.12
2014-05-31,partner-ebay-be-nl,HighEndMobile,7322,6469,0.8835,26290,85,0.023,0.0131,0.29,24.33,3.32
2014-05-09,partner-ebay-be-nl,HighEndMobile,5858,5160,0.8808,20164,74,0.039,0.0143,0.33,24.55,4.19
2014-06-05,partner-ebay-be-nl,HighEndMobile,8320,7194,0.8647,28806,97,0.0396,0.0135,0.34,33.37,4.01
2014-06-02,partner-ebay-be-nl,HighEndMobile,7219,6406,0.8874,25703,95,0.0952,0.0148,0.28,26.43,3.66
2014-05-07,partner-ebay-be-nl,HighEndMobile,7949,6881,0.8656,27024,89,0,0.0129,0.25,22.20,2.79
2014-04-30,partner-ebay-be-nl,HighEndMobile,5431,4845,0.8921,19829,72,0.0137,0.0149,0.29,21.22,3.91
2014-06-11,partner-ebay-be-nl,HighEndMobile,7001,6192,0.8844,24818,107,0,0.0173,0.37,39.16,5.59
2014-04-29,partner-ebay-be-nl,HighEndMobile,6881,5978,0.8688,24132,78,0.0127,0.013,0.32,24.64,3.58
2014-05-23,partner-ebay-be-nl,HighEndMobile,5985,5244,0.8762,21402,56,0,0.0107,0.28,15.69,2.62
2014-05-13,partner-ebay-be-nl,HighEndMobile,7009,6282,0.8963,25087,93,0.0211,0.0148,0.25,23.47,3.35
2014-04-28,partner-ebay-be-nl,HighEndMobile,6993,6148,0.8792,24930,89,0.0111,0.0145,0.25,22.22,3.18
2014-04-20,partner-ebay-be-nl,HighEndMobile,8473,7460,0.8804,30498,86,0.0115,0.0115,0.30,25.82,3.05
2014-05-25,partner-ebay-be-nl,HighEndMobile,7701,6695,0.8694,27551,82,0.0353,0.0122,0.28,22.90,2.97
2014-05-01,partner-ebay-be-nl,HighEndMobile,7602,6785,0.8925,27092,80,0.0244,0.0118,0.36,28.88,3.80
2014-04-17,partner-ebay-be-nl,HighEndMobile,6258,5476,0.875,22040,96,0.0204,0.0175,0.32,30.27,4.84
2014-05-15,partner-ebay-be-nl,HighEndMobile,6485,5599,0.8634,22480,81,0.0241,0.0145,0.29,23.51,3.62
2014-06-07,partner-ebay-be-nl,HighEndMobile,6164,5435,0.8817,22225,80,0.0244,0.0147,0.26,20.76,3.37
2014-06-01,partner-ebay-be-nl,HighEndMobile,9600,8442,0.8794,34881,138,0,0.0163,0.33,46.11,4.80
2014-05-10,partner-ebay-be-nl,HighEndMobile,7679,6696,0.872,26466,93,0.0106,0.0139,0.25,23.01,3.00
2014-04-27,partner-ebay-be-nl,HighEndMobile,8280,7273,0.8784,28988,128,0.0078,0.0176,0.25,32.38,3.91
2014-05-04,partner-ebay-be-nl,HighEndMobile,7811,6850,0.877,27103,95,0.05,0.0139,0.22,21.17,2.71
2014-05-29,partner-ebay-be-nl,HighEndMobile,8479,7460,0.8798,30163,115,0.0171,0.0154,0.31,35.45,4.18
2014-05-08,partner-ebay-be-nl,HighEndMobile,7505,6491,0.8649,25341,114,0,0.0176,0.29,32.96,4.39
2014-05-24,partner-ebay-be-nl,HighEndMobile,6696,5849,0.8735,23208,99,0,0.0169,0.35,34.57,5.16
2014-06-09,partner-ebay-be-nl,HighEndMobile,8105,7106,0.8767,28754,90,0,0.0127,0.24,21.15,2.61
2014-06-10,partner-ebay-be-nl,HighEndMobile,6837,6057,0.8859,24591,79,0.0482,0.013,0.24,19.23,2.81
2014-05-14,partner-ebay-be-nl,HighEndMobile,6959,6241,0.8968,25489,87,0.0333,0.0139,0.23,20.26,2.91
2014-05-27,partner-ebay-be-nl,HighEndMobile,7833,7022,0.8965,27600,98,0,0.014,0.29,28.23,3.60
2014-05-28,partner-ebay-be-nl,HighEndMobile,7404,6606,0.8922,27079,89,0.0111,0.0135,0.29,26.25,3.54
2014-06-06,partner-ebay-be-nl,HighEndMobile,5821,5118,0.8792,21142,74,0.039,0.0145,0.32,23.62,4.06
2014-04-18,partner-ebay-be-nl,HighEndMobile,6226,5520,0.8866,22608,94,0.0105,0.017,0.27,25.69,4.13
2014-05-12,partner-ebay-be-nl,HighEndMobile,8295,7377,0.8893,29516,99,0.01,0.0134,0.30,29.84,3.60
2014-05-18,partner-ebay-be-nl,Tablet,19331,17822,0.9219,76273,331,0.009,0.0186,0.35,116.74,6.04
2014-05-24,partner-ebay-be-nl,Tablet,21256,19526,0.9186,83463,351,0.0168,0.018,0.38,131.79,6.20
2014-04-25,partner-ebay-be-nl,Tablet,17445,16080,0.9218,69980,270,0.0182,0.0168,0.31,83.66,4.80
2014-04-28,partner-ebay-be-nl,Tablet,16986,15537,0.9147,66766,297,0.0133,0.0191,0.35,105.31,6.20
2014-04-26,partner-ebay-be-nl,Tablet,20215,18717,0.9259,80704,353,0.0194,0.0189,0.31,108.37,5.36
2014-05-02,partner-ebay-be-nl,Tablet,22576,20697,0.9168,88103,402,0.0147,0.0194,0.31,124.14,5.50
2014-06-08,partner-ebay-be-nl,Tablet,22845,21011,0.9197,90222,364,0.0055,0.0173,0.33,118.96,5.21
2014-05-08,partner-ebay-be-nl,Tablet,21354,19860,0.93,84309,335,0.003,0.0169,0.34,114.38,5.36
2014-05-25,partner-ebay-be-nl,Tablet,20805,19165,0.9212,82705,317,0.0094,0.0165,0.34,106.39,5.11
2014-05-30,partner-ebay-be-nl,Tablet,19271,17740,0.9206,77004,270,0.0182,0.0152,0.36,98.40,5.11
2014-05-03,partner-ebay-be-nl,Tablet,21703,19917,0.9177,84608,365,0.0214,0.0183,0.33,121.44,5.60
2014-05-23,partner-ebay-be-nl,Tablet,16727,15275,0.9132,66122,295,0.0199,0.0193,0.40,118.96,7.11
2014-06-01,partner-ebay-be-nl,Tablet,25202,23001,0.9127,99796,446,0.0176,0.0194,0.30,132.64,5.26
2014-05-16,partner-ebay-be-nl,Tablet,15495,14223,0.9179,61462,271,0.0145,0.0191,0.35,94.17,6.08
2014-05-09,partner-ebay-be-nl,Tablet,19473,18243,0.9368,79062,291,0.03,0.016,0.32,94.53,4.85
2014-05-04,partner-ebay-be-nl,Tablet,25237,23240,0.9209,100030,435,0.0203,0.0187,0.33,145.71,5.77
2014-06-10,partner-ebay-be-nl,Tablet,17150,15857,0.9246,68682,276,0.0143,0.0174,0.34,92.59,5.40
2014-05-31,partner-ebay-be-nl,Tablet,19862,18365,0.9246,79928,302,0.0258,0.0164,0.38,113.57,5.72
2014-05-27,partner-ebay-be-nl,Tablet,19443,17834,0.9172,76774,332,0.0148,0.0186,0.33,110.67,5.69
2014-06-04,partner-ebay-be-nl,Tablet,20247,18842,0.9306,80341,317,0.0423,0.0168,0.37,117.76,5.82
2014-05-20,partner-ebay-be-nl,Tablet,17797,16272,0.9143,69508,288,0.0171,0.0177,0.36,103.15,5.80
2014-06-06,partner-ebay-be-nl,Tablet,13307,12262,0.9215,52214,182,0.0109,0.0148,0.35,63.41,4.77
2014-04-21,partner-ebay-be-nl,Tablet,26048,24122,0.9261,104266,465,0.019,0.0193,0.31,142.42,5.47
2014-04-15,partner-ebay-be-nl,Tablet,21342,19851,0.9301,86179,334,0.0234,0.0168,0.29,97.35,4.56
2014-05-15,partner-ebay-be-nl,Tablet,15536,14353,0.9239,61298,254,0.0342,0.0177,0.35,88.32,5.68
2014-04-24,partner-ebay-be-nl,Tablet,18971,17563,0.9258,75245,308,0.016,0.0175,0.34,103.84,5.47
2014-06-07,partner-ebay-be-nl,Tablet,18432,16905,0.9172,72767,288,0,0.017,0.34,97.27,5.28
2014-05-21,partner-ebay-be-nl,Tablet,18752,17278,0.9214,74511,295,0.0296,0.0171,0.37,109.71,5.85
2014-05-17,partner-ebay-be-nl,Tablet,17685,16280,0.9206,69827,261,0.0188,0.016,0.37,95.41,5.39
2014-04-22,partner-ebay-be-nl,Tablet,17941,16502,0.9198,70733,316,0.0094,0.0191,0.35,110.57,6.16
2014-05-19,partner-ebay-be-nl,Tablet,14771,13575,0.919,57907,265,0.0328,0.0195,0.41,107.93,7.31
2014-05-05,partner-ebay-be-nl,Tablet,17233,15843,0.9193,67894,283,0.0208,0.0179,0.35,99.21,5.76
2014-04-23,partner-ebay-be-nl,Tablet,17321,16169,0.9335,69827,271,0.0073,0.0168,0.29,78.35,4.52
2014-05-12,partner-ebay-be-nl,Tablet,21693,19906,0.9176,85467,341,0.0173,0.0171,0.33,112.16,5.17
2014-04-18,partner-ebay-be-nl,Tablet,21292,19612,0.9211,85925,393,0.0076,0.02,0.30,118.11,5.55
2014-05-28,partner-ebay-be-nl,Tablet,19317,17982,0.9309,78104,353,0.0194,0.0196,0.34,118.65,6.14
